op1	operation	op2	result	correct	dev	label	subject	Weight	Nested	Procedure
3	-	6	-3	1	0	3 - 6 = -3	58	1		TrialProc
6	-	6	-2	0	-2	6 - 6 = -2	58	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	58	1		TrialProc
4	-	8	-6	0	-2	4 - 8 = -6	58	1		TrialProc
9	-	4	5	1	0	9 - 4 = 5	58	1		TrialProc
5	-	4	1	1	0	5 - 4 = 1	58	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	58	1		TrialProc
4	+	4	8	1	0	4 + 4 = 8	58	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	58	1		TrialProc
3	+	8	11	1	0	3 + 8 = 11	58	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	58	1		TrialProc
8	+	7	15	1	0	8 + 7 = 15	58	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	58	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	58	1		TrialProc
9	-	7	2	1	0	9 - 7 = 2	58	1		TrialProc
4	+	5	8	0	-1	4 + 5 = 8	58	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	58	1		TrialProc
5	-	8	-4	0	-1	5 - 8 = -4	58	1		TrialProc
3	+	7	8	0	-2	3 + 7 = 8	58	1		TrialProc
6	+	2	8	1	0	6 + 2 = 8	58	1		TrialProc
9	+	4	12	0	-1	9 + 4 = 12	58	1		TrialProc
4	+	9	12	0	-1	4 + 9 = 12	58	1		TrialProc
5	-	9	-5	0	-1	5 - 9 = -5	58	1		TrialProc
8	+	2	9	0	-1	8 + 2 = 9	58	1		TrialProc
3	-	5	-4	0	-2	3 - 5 = -4	58	1		TrialProc
7	-	3	2	0	-2	7 - 3 = 2	58	1		TrialProc
9	-	5	4	1	0	9 - 5 = 4	58	1		TrialProc
8	+	4	10	0	-2	8 + 4 = 10	58	1		TrialProc
8	+	6	12	0	-2	8 + 6 = 12	58	1		TrialProc
4	+	3	7	1	0	4 + 3 = 7	58	1		TrialProc
4	+	9	13	1	0	4 + 9 = 13	58	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	58	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	58	1		TrialProc
8	-	6	1	0	-1	8 - 6 = 1	58	1		TrialProc
5	-	7	-2	1	0	5 - 7 = -2	58	1		TrialProc
4	+	7	11	1	0	4 + 7 = 11	58	1		TrialProc
7	+	3	8	0	-2	7 + 3 = 8	58	1		TrialProc
3	+	8	9	0	-2	3 + 8 = 9	58	1		TrialProc
5	-	4	0	0	-1	5 - 4 = 0	58	1		TrialProc
9	-	9	-2	0	-2	9 - 9 = -2	58	1		TrialProc
3	+	3	4	0	-2	3 + 3 = 4	58	1		TrialProc
5	-	5	-1	0	-1	5 - 5 = -1	59	1		TrialProc
3	-	9	-7	0	-1	3 - 9 = -7	59	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	59	1		TrialProc
4	+	6	9	0	-1	4 + 6 = 9	59	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	59	1		TrialProc
3	+	9	12	1	0	3 + 9 = 12	59	1		TrialProc
4	+	8	11	0	-1	4 + 8 = 11	59	1		TrialProc
8	-	6	2	1	0	8 - 6 = 2	59	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	59	1		TrialProc
3	+	3	6	1	0	3 + 3 = 6	59	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	59	1		TrialProc
5	+	7	10	0	-2	5 + 7 = 10	59	1		TrialProc
4	-	4	-1	0	-1	4 - 4 = -1	59	1		TrialProc
4	-	2	2	1	0	4 - 2 = 2	59	1		TrialProc
6	+	4	10	1	0	6 + 4 = 10	59	1		TrialProc
8	-	3	3	0	-2	8 - 3 = 3	59	1		TrialProc
4	+	9	13	1	0	4 + 9 = 13	59	1		TrialProc
4	+	9	12	0	-1	4 + 9 = 12	59	1		TrialProc
2	-	3	-1	1	0	2 - 3 = -1	59	1		TrialProc
5	-	2	1	0	-2	5 - 2 = 1	59	1		TrialProc
3	-	2	0	0	-1	3 - 2 = 0	59	1		TrialProc
5	-	8	-3	1	0	5 - 8 = -3	59	1		TrialProc
2	+	3	4	0	-1	2 + 3 = 4	59	1		TrialProc
2	+	9	9	0	-2	2 + 9 = 9	59	1		TrialProc
4	+	4	8	1	0	4 + 4 = 8	59	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	59	1		TrialProc
5	+	2	5	0	-2	5 + 2 = 5	59	1		TrialProc
2	-	4	-4	0	-2	2 - 4 = -4	59	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	59	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	59	1		TrialProc
9	-	5	3	0	-1	9 - 5 = 3	59	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	59	1		TrialProc
6	-	3	1	0	-2	6 - 3 = 1	59	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	59	1		TrialProc
7	-	2	3	0	-2	7 - 2 = 3	59	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	59	1		TrialProc
6	-	8	-4	0	-2	6 - 8 = -4	59	1		TrialProc
7	+	4	11	1	0	7 + 4 = 11	59	1		TrialProc
2	-	3	-1	1	0	2 - 3 = -1	59	1		TrialProc
5	+	7	10	0	-2	5 + 7 = 10	59	1		TrialProc
4	-	3	0	0	-1	4 - 3 = 0	59	1		TrialProc
8	+	5	13	1	0	8 + 5 = 13	59	1		TrialProc
8	-	2	6	1	0	8 - 2 = 6	59	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	59	1		TrialProc
4	+	6	9	0	-1	4 + 6 = 9	59	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	59	1		TrialProc
4	+	6	8	0	-2	4 + 6 = 8	59	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	59	1		TrialProc
3	-	8	-5	1	0	3 - 8 = -5	59	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	59	1		TrialProc
5	-	2	1	0	-2	5 - 2 = 1	59	1		TrialProc
8	+	9	15	0	-2	8 + 9 = 15	59	1		TrialProc
9	+	8	15	0	-2	9 + 8 = 15	59	1		TrialProc
7	+	2	7	0	-2	7 + 2 = 7	59	1		TrialProc
2	-	6	-6	0	-2	2 - 6 = -6	59	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	59	1		TrialProc
3	+	9	12	1	0	3 + 9 = 12	59	1		TrialProc
2	+	5	7	1	0	2 + 5 = 7	59	1		TrialProc
2	-	2	0	1	0	2 - 2 = 0	59	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	59	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	60	1		TrialProc
6	-	9	-5	0	-2	6 - 9 = -5	60	1		TrialProc
2	+	4	6	1	0	2 + 4 = 6	60	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	60	1		TrialProc
3	+	2	3	0	-2	3 + 2 = 3	60	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	60	1		TrialProc
7	-	3	2	0	-2	7 - 3 = 2	60	1		TrialProc
6	-	7	-1	1	0	6 - 7 = -1	60	1		TrialProc
3	+	7	9	0	-1	3 + 7 = 9	60	1		TrialProc
8	+	9	16	0	-1	8 + 9 = 16	60	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	60	1		TrialProc
9	+	3	10	0	-2	9 + 3 = 10	60	1		TrialProc
8	-	8	0	1	0	8 - 8 = 0	60	1		TrialProc
3	-	3	0	1	0	3 - 3 = 0	60	1		TrialProc
3	+	2	3	0	-2	3 + 2 = 3	60	1		TrialProc
4	-	5	-3	0	-2	4 - 5 = -3	60	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	60	1		TrialProc
6	+	3	9	1	0	6 + 3 = 9	60	1		TrialProc
9	-	2	6	0	-1	9 - 2 = 6	60	1		TrialProc
3	+	4	7	1	0	3 + 4 = 7	60	1		TrialProc
3	-	6	-3	1	0	3 - 6 = -3	60	1		TrialProc
4	-	6	-3	0	-1	4 - 6 = -3	60	1		TrialProc
3	+	8	10	0	-1	3 + 8 = 10	60	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	60	1		TrialProc
6	-	2	3	0	-1	6 - 2 = 3	60	1		TrialProc
7	+	2	9	1	0	7 + 2 = 9	60	1		TrialProc
7	-	6	0	0	-1	7 - 6 = 0	60	1		TrialProc
6	+	3	7	0	-2	6 + 3 = 7	60	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	60	1		TrialProc
2	-	2	-1	0	-1	2 - 2 = -1	60	1		TrialProc
7	+	8	14	0	-1	7 + 8 = 14	60	1		TrialProc
4	-	9	-7	0	-2	4 - 9 = -7	60	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	60	1		TrialProc
9	-	7	2	1	0	9 - 7 = 2	60	1		TrialProc
2	+	7	9	1	0	2 + 7 = 9	60	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	60	1		TrialProc
7	-	8	-3	0	-2	7 - 8 = -3	60	1		TrialProc
9	+	4	12	0	-1	9 + 4 = 12	60	1		TrialProc
7	-	8	-2	0	-1	7 - 8 = -2	60	1		TrialProc
2	+	2	2	0	-2	2 + 2 = 2	60	1		TrialProc
5	-	9	-4	1	0	5 - 9 = -4	60	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	60	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	60	1		TrialProc
8	+	5	13	1	0	8 + 5 = 13	60	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	60	1		TrialProc
2	-	4	-2	1	0	2 - 4 = -2	60	1		TrialProc
3	+	4	7	1	0	3 + 4 = 7	60	1		TrialProc
4	-	8	-6	0	-2	4 - 8 = -6	60	1		TrialProc
9	-	2	6	0	-1	9 - 2 = 6	60	1		TrialProc
2	+	7	8	0	-1	2 + 7 = 8	60	1		TrialProc
3	+	9	12	1	0	3 + 9 = 12	60	1		TrialProc
7	+	4	9	0	-2	7 + 4 = 9	60	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	60	1		TrialProc
4	-	2	2	1	0	4 - 2 = 2	60	1		TrialProc
5	+	7	11	0	-1	5 + 7 = 11	60	1		TrialProc
7	+	8	13	0	-2	7 + 8 = 13	60	1		TrialProc
7	-	6	0	0	-1	7 - 6 = 0	60	1		TrialProc
7	+	7	13	0	-1	7 + 7 = 13	60	1		TrialProc
5	-	9	-4	1	0	5 - 9 = -4	60	1		TrialProc
3	-	2	1	1	0	3 - 2 = 1	60	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	61	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	61	1		TrialProc
5	+	9	13	0	-1	5 + 9 = 13	61	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	61	1		TrialProc
7	+	8	15	1	0	7 + 8 = 15	61	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	61	1		TrialProc
4	+	3	7	1	0	4 + 3 = 7	61	1		TrialProc
8	+	2	8	0	-2	8 + 2 = 8	61	1		TrialProc
5	+	6	11	1	0	5 + 6 = 11	61	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	61	1		TrialProc
9	+	2	9	0	-2	9 + 2 = 9	61	1		TrialProc
8	-	4	4	1	0	8 - 4 = 4	61	1		TrialProc
9	-	2	6	0	-1	9 - 2 = 6	61	1		TrialProc
4	+	6	9	0	-1	4 + 6 = 9	61	1		TrialProc
4	-	7	-3	1	0	4 - 7 = -3	61	1		TrialProc
9	-	2	7	1	0	9 - 2 = 7	61	1		TrialProc
4	-	8	-6	0	-2	4 - 8 = -6	61	1		TrialProc
3	-	2	-1	0	-2	3 - 2 = -1	61	1		TrialProc
8	-	8	0	1	0	8 - 8 = 0	61	1		TrialProc
4	-	3	0	0	-1	4 - 3 = 0	61	1		TrialProc
7	-	3	3	0	-1	7 - 3 = 3	61	1		TrialProc
8	-	3	4	0	-1	8 - 3 = 4	61	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	61	1		TrialProc
9	-	7	2	1	0	9 - 7 = 2	61	1		TrialProc
9	+	3	10	0	-2	9 + 3 = 10	61	1		TrialProc
8	+	9	16	0	-1	8 + 9 = 16	61	1		TrialProc
9	+	7	16	1	0	9 + 7 = 16	61	1		TrialProc
9	-	4	5	1	0	9 - 4 = 5	61	1		TrialProc
5	-	7	-3	0	-1	5 - 7 = -3	61	1		TrialProc
8	+	2	8	0	-2	8 + 2 = 8	61	1		TrialProc
3	-	8	-5	1	0	3 - 8 = -5	61	1		TrialProc
8	+	2	9	0	-1	8 + 2 = 9	61	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	61	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	61	1		TrialProc
8	-	5	1	0	-2	8 - 5 = 1	61	1		TrialProc
9	+	8	15	0	-2	9 + 8 = 15	61	1		TrialProc
7	-	3	4	1	0	7 - 3 = 4	61	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	61	1		TrialProc
9	+	2	10	0	-1	9 + 2 = 10	61	1		TrialProc
2	-	8	-6	1	0	2 - 8 = -6	61	1		TrialProc
8	-	8	0	1	0	8 - 8 = 0	61	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	61	1		TrialProc
6	+	2	8	1	0	6 + 2 = 8	61	1		TrialProc
3	-	8	-5	1	0	3 - 8 = -5	61	1		TrialProc
8	+	6	14	1	0	8 + 6 = 14	61	1		TrialProc
5	-	7	-3	0	-1	5 - 7 = -3	61	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	61	1		TrialProc
8	+	7	13	0	-2	8 + 7 = 13	61	1		TrialProc
4	+	8	10	0	-2	4 + 8 = 10	61	1		TrialProc
3	-	4	-2	0	-1	3 - 4 = -2	61	1		TrialProc
4	+	9	11	0	-2	4 + 9 = 11	61	1		TrialProc
5	-	4	1	1	0	5 - 4 = 1	61	1		TrialProc
6	+	4	10	1	0	6 + 4 = 10	61	1		TrialProc
7	-	5	0	0	-2	7 - 5 = 0	61	1		TrialProc
8	-	2	5	0	-1	8 - 2 = 5	61	1		TrialProc
4	-	3	0	0	-1	4 - 3 = 0	61	1		TrialProc
4	+	3	7	1	0	4 + 3 = 7	61	1		TrialProc
6	-	9	-4	0	-1	6 - 9 = -4	61	1		TrialProc
6	+	4	8	0	-2	6 + 4 = 8	61	1		TrialProc
7	-	4	2	0	-1	7 - 4 = 2	61	1		TrialProc
7	+	4	11	1	0	7 + 4 = 11	62	1		TrialProc
3	-	2	-1	0	-2	3 - 2 = -1	62	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	62	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	62	1		TrialProc
2	-	6	-6	0	-2	2 - 6 = -6	62	1		TrialProc
2	+	8	10	1	0	2 + 8 = 10	62	1		TrialProc
7	+	7	12	0	-2	7 + 7 = 12	62	1		TrialProc
9	+	9	16	0	-2	9 + 9 = 16	62	1		TrialProc
6	-	4	2	1	0	6 - 4 = 2	62	1		TrialProc
8	+	6	12	0	-2	8 + 6 = 12	62	1		TrialProc
4	-	5	-1	1	0	4 - 5 = -1	62	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	62	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	62	1		TrialProc
6	+	6	11	0	-1	6 + 6 = 11	62	1		TrialProc
4	+	5	9	1	0	4 + 5 = 9	62	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	62	1		TrialProc
2	-	3	-2	0	-1	2 - 3 = -2	62	1		TrialProc
7	+	4	10	0	-1	7 + 4 = 10	62	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	62	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	62	1		TrialProc
8	-	5	3	1	0	8 - 5 = 3	62	1		TrialProc
4	+	4	8	1	0	4 + 4 = 8	62	1		TrialProc
6	-	2	3	0	-1	6 - 2 = 3	62	1		TrialProc
6	-	3	3	1	0	6 - 3 = 3	62	1		TrialProc
8	-	3	3	0	-2	8 - 3 = 3	62	1		TrialProc
3	+	9	11	0	-1	3 + 9 = 11	62	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	62	1		TrialProc
6	+	7	11	0	-2	6 + 7 = 11	62	1		TrialProc
6	-	3	2	0	-1	6 - 3 = 2	62	1		TrialProc
9	+	5	12	0	-2	9 + 5 = 12	62	1		TrialProc
9	-	8	0	0	-1	9 - 8 = 0	62	1		TrialProc
5	+	2	5	0	-2	5 + 2 = 5	62	1		TrialProc
8	+	8	16	1	0	8 + 8 = 16	62	1		TrialProc
6	-	3	3	1	0	6 - 3 = 3	62	1		TrialProc
9	-	2	5	0	-2	9 - 2 = 5	62	1		TrialProc
9	-	2	6	0	-1	9 - 2 = 6	62	1		TrialProc
8	+	7	15	1	0	8 + 7 = 15	62	1		TrialProc
4	-	8	-4	1	0	4 - 8 = -4	62	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	62	1		TrialProc
7	+	5	12	1	0	7 + 5 = 12	62	1		TrialProc
8	+	7	15	1	0	8 + 7 = 15	62	1		TrialProc
8	-	5	3	1	0	8 - 5 = 3	62	1		TrialProc
6	-	6	0	1	0	6 - 6 = 0	62	1		TrialProc
3	+	3	5	0	-1	3 + 3 = 5	62	1		TrialProc
4	+	3	5	0	-2	4 + 3 = 5	62	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	62	1		TrialProc
9	+	2	11	1	0	9 + 2 = 11	62	1		TrialProc
2	-	9	-8	0	-1	2 - 9 = -8	62	1		TrialProc
8	+	5	11	0	-2	8 + 5 = 11	62	1		TrialProc
3	+	5	6	0	-2	3 + 5 = 6	62	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	62	1		TrialProc
3	-	5	-3	0	-1	3 - 5 = -3	62	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	62	1		TrialProc
7	+	3	8	0	-2	7 + 3 = 8	62	1		TrialProc
7	-	3	3	0	-1	7 - 3 = 3	62	1		TrialProc
4	-	6	-3	0	-1	4 - 6 = -3	62	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	62	1		TrialProc
2	-	6	-6	0	-2	2 - 6 = -6	62	1		TrialProc
7	-	9	-3	0	-1	7 - 9 = -3	62	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	62	1		TrialProc
3	-	3	-2	0	-2	3 - 3 = -2	63	1		TrialProc
6	+	9	13	0	-2	6 + 9 = 13	63	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	63	1		TrialProc
5	+	2	6	0	-1	5 + 2 = 6	63	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	63	1		TrialProc
5	+	4	9	1	0	5 + 4 = 9	63	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	63	1		TrialProc
4	+	8	12	1	0	4 + 8 = 12	63	1		TrialProc
7	+	5	10	0	-2	7 + 5 = 10	63	1		TrialProc
8	-	8	-2	0	-2	8 - 8 = -2	63	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	63	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	63	1		TrialProc
3	-	7	-6	0	-2	3 - 7 = -6	63	1		TrialProc
5	-	4	0	0	-1	5 - 4 = 0	63	1		TrialProc
4	+	2	6	1	0	4 + 2 = 6	63	1		TrialProc
9	-	4	4	0	-1	9 - 4 = 4	63	1		TrialProc
4	-	5	-1	1	0	4 - 5 = -1	63	1		TrialProc
3	-	8	-5	1	0	3 - 8 = -5	63	1		TrialProc
6	-	5	1	1	0	6 - 5 = 1	63	1		TrialProc
9	-	9	-1	0	-1	9 - 9 = -1	63	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	63	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	63	1		TrialProc
4	+	3	7	1	0	4 + 3 = 7	63	1		TrialProc
9	-	4	4	0	-1	9 - 4 = 4	63	1		TrialProc
2	-	4	-3	0	-1	2 - 4 = -3	63	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	63	1		TrialProc
6	-	2	3	0	-1	6 - 2 = 3	63	1		TrialProc
6	-	6	0	1	0	6 - 6 = 0	63	1		TrialProc
8	+	8	15	0	-1	8 + 8 = 15	63	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	63	1		TrialProc
4	+	2	5	0	-1	4 + 2 = 5	63	1		TrialProc
2	-	4	-2	1	0	2 - 4 = -2	63	1		TrialProc
4	+	2	4	0	-2	4 + 2 = 4	63	1		TrialProc
6	-	4	2	1	0	6 - 4 = 2	63	1		TrialProc
9	-	5	3	0	-1	9 - 5 = 3	63	1		TrialProc
3	-	4	-2	0	-1	3 - 4 = -2	63	1		TrialProc
4	+	9	12	0	-1	4 + 9 = 12	63	1		TrialProc
5	+	8	11	0	-2	5 + 8 = 11	63	1		TrialProc
5	+	8	13	1	0	5 + 8 = 13	63	1		TrialProc
2	+	9	10	0	-1	2 + 9 = 10	63	1		TrialProc
6	+	4	10	1	0	6 + 4 = 10	63	1		TrialProc
2	-	8	-8	0	-2	2 - 8 = -8	63	1		TrialProc
3	+	4	7	1	0	3 + 4 = 7	63	1		TrialProc
9	+	5	13	0	-1	9 + 5 = 13	63	1		TrialProc
9	-	4	4	0	-1	9 - 4 = 4	63	1		TrialProc
6	+	9	13	0	-2	6 + 9 = 13	63	1		TrialProc
6	+	6	11	0	-1	6 + 6 = 11	63	1		TrialProc
3	+	7	9	0	-1	3 + 7 = 9	63	1		TrialProc
3	-	4	-2	0	-1	3 - 4 = -2	63	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	63	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	63	1		TrialProc
2	-	9	-8	0	-1	2 - 9 = -8	63	1		TrialProc
8	-	3	5	1	0	8 - 3 = 5	63	1		TrialProc
6	+	4	9	0	-1	6 + 4 = 9	63	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	63	1		TrialProc
6	-	6	0	1	0	6 - 6 = 0	63	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	63	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	63	1		TrialProc
2	-	4	-2	1	0	2 - 4 = -2	63	1		TrialProc
9	+	3	11	0	-1	9 + 3 = 11	63	1		TrialProc
9	+	5	13	0	-1	9 + 5 = 13	64	1		TrialProc
8	-	7	0	0	-1	8 - 7 = 0	64	1		TrialProc
6	+	3	9	1	0	6 + 3 = 9	64	1		TrialProc
9	-	4	4	0	-1	9 - 4 = 4	64	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	64	1		TrialProc
8	-	5	2	0	-1	8 - 5 = 2	64	1		TrialProc
9	-	8	0	0	-1	9 - 8 = 0	64	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	64	1		TrialProc
4	-	5	-3	0	-2	4 - 5 = -3	64	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	64	1		TrialProc
4	-	5	-1	1	0	4 - 5 = -1	64	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	64	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	64	1		TrialProc
9	-	6	1	0	-2	9 - 6 = 1	64	1		TrialProc
2	+	5	7	1	0	2 + 5 = 7	64	1		TrialProc
4	-	5	-1	1	0	4 - 5 = -1	64	1		TrialProc
6	+	4	10	1	0	6 + 4 = 10	64	1		TrialProc
8	-	6	2	1	0	8 - 6 = 2	64	1		TrialProc
4	+	2	5	0	-1	4 + 2 = 5	64	1		TrialProc
2	-	8	-6	1	0	2 - 8 = -6	64	1		TrialProc
6	-	2	2	0	-2	6 - 2 = 2	64	1		TrialProc
9	+	9	16	0	-2	9 + 9 = 16	64	1		TrialProc
4	-	6	-4	0	-2	4 - 6 = -4	64	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	64	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	64	1		TrialProc
9	-	6	1	0	-2	9 - 6 = 1	64	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	64	1		TrialProc
5	+	4	8	0	-1	5 + 4 = 8	64	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	64	1		TrialProc
2	+	5	7	1	0	2 + 5 = 7	64	1		TrialProc
5	-	5	-2	0	-2	5 - 5 = -2	64	1		TrialProc
4	-	9	-6	0	-1	4 - 9 = -6	64	1		TrialProc
2	+	3	5	1	0	2 + 3 = 5	64	1		TrialProc
2	+	2	4	1	0	2 + 2 = 4	64	1		TrialProc
9	-	7	2	1	0	9 - 7 = 2	64	1		TrialProc
2	-	3	-1	1	0	2 - 3 = -1	64	1		TrialProc
9	-	3	4	0	-2	9 - 3 = 4	64	1		TrialProc
4	+	6	9	0	-1	4 + 6 = 9	64	1		TrialProc
6	+	2	6	0	-2	6 + 2 = 6	64	1		TrialProc
6	+	3	9	1	0	6 + 3 = 9	64	1		TrialProc
6	+	6	11	0	-1	6 + 6 = 11	64	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	64	1		TrialProc
6	+	4	10	1	0	6 + 4 = 10	64	1		TrialProc
5	-	6	-1	1	0	5 - 6 = -1	64	1		TrialProc
9	+	8	17	1	0	9 + 8 = 17	64	1		TrialProc
2	+	6	6	0	-2	2 + 6 = 6	64	1		TrialProc
2	-	7	-5	1	0	2 - 7 = -5	64	1		TrialProc
2	+	2	2	0	-2	2 + 2 = 2	64	1		TrialProc
3	-	8	-6	0	-1	3 - 8 = -6	64	1		TrialProc
3	+	6	7	0	-2	3 + 6 = 7	64	1		TrialProc
8	+	8	16	1	0	8 + 8 = 16	64	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	64	1		TrialProc
9	+	7	14	0	-2	9 + 7 = 14	64	1		TrialProc
8	+	3	10	0	-1	8 + 3 = 10	64	1		TrialProc
7	-	2	3	0	-2	7 - 2 = 3	64	1		TrialProc
7	-	2	5	1	0	7 - 2 = 5	64	1		TrialProc
4	+	3	5	0	-2	4 + 3 = 5	64	1		TrialProc
6	-	3	2	0	-1	6 - 3 = 2	64	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	64	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	64	1		TrialProc
5	+	5	9	0	-1	5 + 5 = 9	65	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	65	1		TrialProc
8	-	8	0	1	0	8 - 8 = 0	65	1		TrialProc
2	+	6	8	1	0	2 + 6 = 8	65	1		TrialProc
6	-	3	3	1	0	6 - 3 = 3	65	1		TrialProc
5	-	5	-1	0	-1	5 - 5 = -1	65	1		TrialProc
2	+	3	3	0	-2	2 + 3 = 3	65	1		TrialProc
9	-	8	-1	0	-2	9 - 8 = -1	65	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	65	1		TrialProc
3	+	7	9	0	-1	3 + 7 = 9	65	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	65	1		TrialProc
6	+	4	9	0	-1	6 + 4 = 9	65	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	65	1		TrialProc
4	-	5	-1	1	0	4 - 5 = -1	65	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	65	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	65	1		TrialProc
9	+	4	11	0	-2	9 + 4 = 11	65	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	65	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	65	1		TrialProc
7	-	3	4	1	0	7 - 3 = 4	65	1		TrialProc
3	-	7	-4	1	0	3 - 7 = -4	65	1		TrialProc
4	+	2	4	0	-2	4 + 2 = 4	65	1		TrialProc
9	-	2	6	0	-1	9 - 2 = 6	65	1		TrialProc
8	-	4	3	0	-1	8 - 4 = 3	65	1		TrialProc
7	+	8	14	0	-1	7 + 8 = 14	65	1		TrialProc
